USING: 
Simple TinyGPS library v. 13
by Mikal Hart

Initializing SD card...initialization failed!
----------------------------------------------------------------------------
Calibrating sensors...
MQ135 R0 for CO2 = 1316
MQ9 R0 for CO = 273
MQ4 R0 for NH4 = 95
-----------------------------------------------------------------------------
S|HD|LAT    |LONG   |DateTime               |Age|MQ4|MQ9|MQ135|CO2_ppm
a|OP
t
s
------------------------------------------------------------------------------
8|121|44.398735|26.162416|12/09/2017 13:55:17 |834|109|283|64|502.96
8|121|44.398822|26.162061|12/09/2017 13:55:19 |838|109|282|64|502.96
8|121|44.398914|26.161712|12/09/2017 13:55:21 |843|109|283|64|502.96
8|121|44.399005|26.161363|12/09/2017 13:55:23 |846|109|282|64|502.96
8|121|44.399093|26.161031|12/09/2017 13:55:25 |854|109|282|64|502.96
8|120|44.399173|26.160728|12/09/2017 13:55:27 |877|109|282|63|502.96
8|120|44.399246|26.160436|12/09/2017 13:55:29 |950|108|282|63|502.96
8|120|44.399364|26.159982|12/09/2017 13:55:32 |141|108|281|63|481.23
7|131|44.399436|26.159685|12/09/2017 13:55:34 |204|109|281|63|481.23
8|120|44.399505|26.159397|12/09/2017 13:55:36 |155|108|281|63|481.23
8|120|44.399570|26.159112|12/09/2017 13:55:38 |218|108|279|63|481.23
8|120|44.399639|26.158811|12/09/2017 13:55:40 |291|107|279|63|481.23
8|120|44.399715|26.158494|12/09/2017 13:55:42 |358|106|279|62|481.23
8|120|44.399799|26.158161|12/09/2017 13:55:44 |382|106|279|62|460.12
8|120|44.399887|26.157815|12/09/2017 13:55:46 |382|104|279|62|460.12
8|120|44.399982|26.157449|12/09/2017 13:55:48 |388|105|278|63|460.12
8|120|44.400081|26.157070|12/09/2017 13:55:50 |396|104|278|62|460.12
8|120|44.400180|26.156679|12/09/2017 13:55:52 |404|104|279|62|481.23
8|120|44.400283|26.156276|12/09/2017 13:55:54 |406|102|278|62|460.12
8|120|44.400390|26.155862|12/09/2017 13:55:56 |413|103|278|62|460.12
8|120|44.400501|26.155435|12/09/2017 13:55:58 |418|102|278|62|460.12
8|120|44.400608|26.155004|12/09/2017 13:56:00 |422|102|278|62|460.12
8|120|44.400718|26.154567|12/09/2017 13:56:02 |426|102|279|62|460.12
8|120|44.400833|26.154123|12/09/2017 13:56:04 |431|102|278|62|481.23
8|120|44.400943|26.153675|12/09/2017 13:56:06 |438|103|279|63|481.23
8|120|44.401054|26.153232|12/09/2017 13:56:08 |442|101|279|62|460.12
8|120|44.401168|26.152791|12/09/2017 13:56:10 |447|101|278|62|460.12
8|120|44.401279|26.152357|12/09/2017 13:56:12 |453|101|278|62|460.12
8|120|44.401386|26.151927|12/09/2017 13:56:14 |457|101|278|62|481.23
8|120|44.401500|26.151498|12/09/2017 13:56:16 |465|102|279|63|481.23
8|120|44.401603|26.151079|12/09/2017 13:56:18 |466|102|280|63|481.23
8|120|44.401706|26.150680|12/09/2017 13:56:20 |473|103|280|63|502.96
8|120|44.401798|26.150297|12/09/2017 13:56:22 |479|103|280|64|525.31
8|120|44.401893|26.149923|12/09/2017 13:56:24 |485|104|280|64|502.96
8|120|44.401985|26.149539|12/09/2017 13:56:26 |488|104|279|64|502.96
8|120|44.402088|26.149156|12/09/2017 13:56:28 |494|104|280|64|502.96
8|120|44.402191|26.148756|12/09/2017 13:56:30 |497|104|280|63|502.96
8|120|44.402294|26.148340|12/09/2017 13:56:32 |503|104|281|63|502.96
8|120|44.402404|26.147911|12/09/2017 13:56:34 |509|103|280|63|502.96
8|120|44.402515|26.147476|12/09/2017 13:56:36 |517|104|281|63|502.96
9|94|44.402629|26.147031|12/09/2017 13:56:38 |519|104|281|63|481.23
9|94|44.402744|26.146591|12/09/2017 13:56:40 |522|104|281|63|481.23
9|94|44.402862|26.146160|12/09/2017 13:56:42 |526|104|280|63|481.23
9|96|44.402976|26.145744|12/09/2017 13:56:44 |534|103|281|63|481.23
9|94|44.403076|26.145343|12/09/2017 13:56:46 |535|104|281|63|481.23
9|94|44.403167|26.144964|12/09/2017 13:56:48 |541|104|281|63|481.23
9|94|44.403255|26.144620|12/09/2017 13:56:50 |547|104|282|63|481.23
9|94|44.403339|26.144302|12/09/2017 13:56:52 |552|105|282|63|502.96
9|94|44.403408|26.144016|12/09/2017 13:56:54 |558|105|281|64|502.96
9|94|44.403476|26.143751|12/09/2017 13:56:56 |567|105|281|63|481.23
9|94|44.403530|26.143518|12/09/2017 13:56:58 |569|107|281|64|481.23
9|94|44.403579|26.143323|12/09/2017 13:57:00 |570|106|281|63|481.23
9|94|44.403629|26.143163|12/09/2017 13:57:02 |580|105|280|63|481.23
9|94|44.403671|26.143041|12/09/2017 13:57:04 |587|105|280|63|481.23
8|119|44.403709|26.142948|12/09/2017 13:57:06 |592|105|279|63|481.23
8|119|44.403732|26.142877|12/09/2017 13:57:08 |600|106|278|63|481.23
8|119|44.403743|26.142843|12/09/2017 13:57:10 |603|105|279|62|481.23
8|119|44.403743|26.142835|12/09/2017 13:57:12 |622|105|278|63|481.23
7|130|44.403743|26.142833|12/09/2017 13:57:14 |630|104|278|63|481.23
7|130|44.403747|26.142831|12/09/2017 13:57:16 |638|104|278|63|460.12
7|130|44.403747|26.142831|12/09/2017 13:57:18 |645|104|278|62|481.23
7|130|44.403747|26.142827|12/09/2017 13:57:20 |648|104|278|63|481.23
7|130|44.403751|26.142827|12/09/2017 13:57:22 |652|104|278|62|460.12
7|130|44.403751|26.142826|12/09/2017 13:57:24 |658|105|277|61|481.23
7|130|44.403751|26.142824|12/09/2017 13:57:26 |662|104|277|62|481.23
7|130|44.403751|26.142824|12/09/2017 13:57:28 |669|104|277|62|460.12
7|130|44.403747|26.142824|12/09/2017 13:57:30 |671|104|276|62|460.12
7|130|44.403747|26.142824|12/09/2017 13:57:32 |679|103|276|62|481.23
7|130|44.403747|26.142824|12/09/2017 13:57:34 |683|103|276|62|460.12
7|130|44.403747|26.142824|12/09/2017 13:57:36 |690|103|276|62|460.12
7|130|44.403747|26.142824|12/09/2017 13:57:38 |691|103|276|62|460.12
7|130|44.403743|26.142822|12/09/2017 13:57:40 |697|103|276|62|460.12
7|130|44.403743|26.142820|12/09/2017 13:57:42 |704|102|276|62|481.23
7|130|44.403743|26.142820|12/09/2017 13:57:44 |707|103|275|62|460.12
7|130|44.403743|26.142820|12/09/2017 13:57:46 |712|103|275|62|460.12
7|130|44.403739|26.142820|12/09/2017 13:57:48 |715|102|275|62|460.12
8|119|44.403739|26.142820|12/09/2017 13:57:50 |721|102|275|62|460.12
7|130|44.403743|26.142803|12/09/2017 13:57:52 |717|102|275|61|460.12
7|130|44.403762|26.142744|12/09/2017 13:57:54 |723|102|275|62|460.12
7|130|44.403789|26.142652|12/09/2017 13:57:56 |724|101|275|62|460.12
8|130|44.403827|26.142566|12/09/2017 13:57:58 |731|101|275|62|460.12
8|118|44.403881|26.142511|12/09/2017 13:58:00 |730|101|275|62|460.12
8|118|44.403949|26.142488|12/09/2017 13:58:02 |735|101|275|62|460.12
8|118|44.404045|26.142467|12/09/2017 13:58:04 |741|101|275|63|460.12
8|118|44.404163|26.142459|12/09/2017 13:58:06 |744|101|275|63|481.23
8|118|44.404300|26.142438|12/09/2017 13:58:08 |749|101|276|63|481.23
8|118|44.404464|26.142402|12/09/2017 13:58:10 |755|100|276|63|481.23
8|118|44.404655|26.142364|12/09/2017 13:58:12 |761|100|277|63|481.23
8|118|44.404853|26.142326|12/09/2017 13:58:14 |769|101|277|64|548.29
8|118|44.405063|26.142284|12/09/2017 13:58:16 |776|100|279|64|502.96
8|118|44.405281|26.142246|12/09/2017 13:58:18 |776|100|280|64|525.31
8|118|44.405498|26.142208|12/09/2017 13:58:20 |782|100|281|66|525.31
8|118|44.405735|26.142160|12/09/2017 13:58:22 |788|100|283|65|525.31
8|118|44.405979|26.142114|12/09/2017 13:58:24 |793|100|285|66|548.29
8|118|44.406227|26.142068|12/09/2017 13:58:26 |801|100|286|67|548.29
8|118|44.406471|26.142019|12/09/2017 13:58:28 |803|100|288|67|571.92
8|118|44.406700|26.141956|12/09/2017 13:58:30 |804|100|288|67|571.92
8|118|44.406921|26.141836|12/09/2017 13:58:32 |813|100|289|67|571.92
8|118|44.407119|26.141666|12/09/2017 13:58:34 |821|100|289|67|571.92
8|118|44.407314|26.141475|12/09/2017 13:58:36 |822|99|289|66|548.29
7|153|44.407512|26.141277|12/09/2017 13:58:38 |829|99|290|66|548.29
8|118|44.407699|26.141084|12/09/2017 13:58:40 |830|99|288|66|548.29
8|118|44.407878|26.140901|12/09/2017 13:58:42 |833|99|288|66|548.29
8|118|44.408031|26.140743|12/09/2017 13:58:44 |838|99|287|65|525.31
8|118|44.408164|26.140621|12/09/2017 13:58:46 |844|99|287|65|525.31
8|118|44.408267|26.140544|12/09/2017 13:58:48 |845|99|287|65|525.31
8|118|44.408329|26.140491|12/09/2017 13:58:50 |858|99|287|65|525.31
8|118|44.408359|26.140464|12/09/2017 13:58:52 |860|99|287|64|525.31
8|129|44.408378|26.140447|12/09/2017 13:58:54 |945|99|287|65|525.31
8|129|44.408397|26.140436|12/09/2017 13:58:57 |115|99|287|65|525.31
8|118|44.408405|26.140428|12/09/2017 13:58:59 |183|99|286|65|525.31
8|118|44.408412|26.140420|12/09/2017 13:59:01 |141|98|286|65|525.31
8|153|44.408416|26.140413|12/09/2017 13:59:03 |217|98|286|64|525.31
8|153|44.408416|26.140411|12/09/2017 13:59:05 |285|98|286|66|525.31
7|153|44.408424|26.140403|12/09/2017 13:59:07 |356|98|286|65|548.29
7|153|44.408428|26.140403|12/09/2017 13:59:09 |373|98|285|65|525.31
7|153|44.408432|26.140403|12/09/2017 13:59:11 |376|98|285|65|525.31
7|167|44.408454|26.140382|12/09/2017 13:59:13 |370|98|285|65|525.31
7|153|44.408508|26.140340|12/09/2017 13:59:15 |374|98|285|65|525.31
8|153|44.408584|26.140279|12/09/2017 13:59:17 |382|98|284|65|502.96
8|117|44.408687|26.140216|12/09/2017 13:59:19 |387|98|284|64|525.31
8|117|44.408805|26.140155|12/09/2017 13:59:21 |391|98|284|65|525.31
8|117|44.408924|26.140111|12/09/2017 13:59:23 |394|97|284|65|525.31
7|129|44.409080|26.140075|12/09/2017 13:59:25 |404|98|284|65|525.31
6|270|44.409244|26.140064|12/09/2017 13:59:27 |411|98|285|65|525.31
6|203|44.409473|26.140020|12/09/2017 13:59:29 |413|98|287|67|571.92
7|167|44.409656|26.140003|12/09/2017 13:59:31 |417|97|291|68|571.92
6|167|44.409828|26.140003|12/09/2017 13:59:33 |423|98|293|68|621.13
6|167|44.409984|26.139980|12/09/2017 13:59:35 |432|97|294|69|621.13
7|129|44.410160|26.139955|12/09/2017 13:59:37 |434|97|295|69|646.74
7|129|44.410327|26.139928|12/09/2017 13:59:39 |438|98|296|70|646.74
7|129|44.410564|26.139890|12/09/2017 13:59:41 |440|99|298|70|673.01
6|337|44.410812|26.139844|12/09/2017 13:59:43 |450|99|299|71|673.01
7|152|44.411006|26.139804|12/09/2017 13:59:45 |447|99|300|71|673.01
7|152|44.411163|26.139783|12/09/2017 13:59:47 |449|99|301|70|699.97
8|117|44.411277|26.139875|12/09/2017 13:59:49 |456|100|301|72|673.01
8|152|44.411365|26.139940|12/09/2017 13:59:51 |468|100|301|71|673.01
8|117|44.411453|26.140016|12/09/2017 13:59:53 |468|100|301|71|673.01
8|117|44.411537|26.140132|12/09/2017 13:59:55 |471|100|302|71|673.01
8|117|44.411659|26.140127|12/09/2017 13:59:57 |475|100|301|71|673.01
8|117|44.411735|26.140047|12/09/2017 13:59:59 |482|101|302|71|673.01
8|158|44.411781|26.139970|12/09/2017 14:00:01 |485|101|302|71|673.01
7|226|44.411846|26.139928|12/09/2017 14:00:03 |497|101|301|71|673.01
7|204|44.411941|26.139911|12/09/2017 14:00:05 |504|101|301|71|673.01
7|204|44.411998|26.139986|12/09/2017 14:00:07 |508|101|302|71|673.01
6|167|44.412132|26.140045|12/09/2017 14:00:09 |514|101|302|71|673.01
6|167|44.412368|26.140064|12/09/2017 14:00:11 |518|101|301|71|673.01
7|129|44.412601|26.140113|12/09/2017 14:00:13 |517|101|301|71|673.01
7|167|44.412807|26.140195|12/09/2017 14:00:15 |528|100|301|70|673.01
5|182|44.413032|26.140287|12/09/2017 14:00:17 |534|100|301|70|646.74
6|132|44.413246|26.140403|12/09/2017 14:00:19 |538|99|301|70|646.74
5|182|44.413463|26.140527|12/09/2017 14:00:21 |547|99|300|70|646.74
6|167|44.413711|26.140638|12/09/2017 14:00:23 |548|99|300|69|621.13
6|132|44.413955|26.140764|12/09/2017 14:00:25 |553|99|299|69|621.13
7|168|44.414173|26.140880|12/09/2017 14:00:27 |554|99|300|69|621.13
6|182|44.414329|26.140951|12/09/2017 14:00:29 |561|99|299|69|596.20
5|182|44.414421|26.141023|12/09/2017 14:00:31 |556|99|298|68|596.20
6|167|44.414520|26.141084|12/09/2017 14:00:33 |566|99|297|69|596.20
6|167|44.414630|26.141088|12/09/2017 14:00:35 |573|99|297|68|596.20
6|132|44.414764|26.141082|12/09/2017 14:00:37 |576|100|298|69|621.13
6|132|44.414916|26.141080|12/09/2017 14:00:39 |579|101|301|70|646.74
7|129|44.415081|26.141075|12/09/2017 14:00:41 |584|101|301|70|646.74
8|116|44.415245|26.141063|12/09/2017 14:00:43 |586|101|300|70|646.74
7|129|44.415470|26.141010|12/09/2017 14:00:45 |594|101|301|70|646.74
6|167|44.415687|26.140956|12/09/2017 14:00:47 |599|101|300|70|646.74
7|167|44.415863|26.140928|12/09/2017 14:00:49 |604|101|301|70|646.74
8|116|44.416030|26.140911|12/09/2017 14:00:51 |605|101|301|69|646.74
8|116|44.416172|26.140895|12/09/2017 14:00:53 |608|101|300|69|646.74
8|116|44.416252|26.140888|12/09/2017 14:00:55 |621|101|300|70|646.74
8|116|44.416320|26.140867|12/09/2017 14:00:57 |623|101|302|70|646.74
8|116|44.416408|26.140815|12/09/2017 14:00:59 |628|101|302|70|673.01
7|129|44.416515|26.140739|12/09/2017 14:01:01 |627|101|301|70|646.74
7|129|44.416629|26.140647|12/09/2017 14:01:03 |642|101|301|70|673.01
7|129|44.416774|26.140575|12/09/2017 14:01:05 |640|102|301|70|646.74
7|129|44.416904|26.140529|12/09/2017 14:01:07 |649|101|301|70|646.74
7|129|44.417045|26.140483|12/09/2017 14:01:09 |656|101|300|70|646.74
7|129|44.417247|26.140430|12/09/2017 14:01:11 |660|100|300|69|621.13
7|129|44.417377|26.140399|12/09/2017 14:01:13 |666|100|299|70|621.13
8|116|44.417495|26.140384|12/09/2017 14:01:15 |665|100|299|69|621.13
8|116|44.417583|26.140357|12/09/2017 14:01:17 |677|100|298|68|596.20
8|116|44.417667|26.140331|12/09/2017 14:01:19 |682|100|298|68|596.20
8|116|44.417747|26.140306|12/09/2017 14:01:21 |688|100|297|68|596.20
8|116|44.417793|26.140291|12/09/2017 14:01:23 |689|99|297|68|596.20
7|128|44.417919|26.140256|12/09/2017 14:01:25 |698|100|296|68|571.92
7|128|44.418003|26.140260|12/09/2017 14:01:27 |702|99|296|67|596.20
7|128|44.418102|26.140264|12/09/2017 14:01:29 |707|100|296|68|596.20
7|128|44.418231|26.140211|12/09/2017 14:01:31 |702|99|296|68|596.20
6|167|44.418334|26.140182|12/09/2017 14:01:33 |714|99|295|68|596.20
7|211|44.418449|26.140144|12/09/2017 14:01:35 |715|99|295|68|596.20
7|151|44.418666|26.140092|12/09/2017 14:01:37 |719|99|296|68|596.20
7|151|44.418807|26.140041|12/09/2017 14:01:39 |733|99|296|68|596.20
7|151|44.418880|26.140022|12/09/2017 14:01:41 |736|99|296|68|596.20
7|151|44.418903|26.140010|12/09/2017 14:01:43 |755|98|297|69|621.13
7|151|44.418926|26.139999|12/09/2017 14:01:45 |759|96|297|69|621.13
7|151|44.418952|26.139991|12/09/2017 14:01:47 |764|98|297|69|621.13
7|151|44.418972|26.139984|12/09/2017 14:01:49 |769|98|297|69|621.13
7|151|44.418987|26.139980|12/09/2017 14:01:51 |777|98|296|69|621.13
7|151|44.418998|26.139976|12/09/2017 14:01:53 |779|98|296|69|596.20
7|151|44.419017|26.139974|12/09/2017 14:01:55 |785|98|296|68|621.13
7|151|44.419033|26.139972|12/09/2017 14:01:57 |791|98|297|69|596.20
7|151|44.419048|26.139968|12/09/2017 14:01:59 |789|98|297|69|621.13
7|150|44.419052|26.139963|12/09/2017 14:02:01 |793|98|297|69|621.13
8|150|44.419063|26.139959|12/09/2017 14:02:03 |803|98|296|69|621.13
8|115|44.419071|26.139955|12/09/2017 14:02:05 |807|98|296|69|621.13
8|115|44.419086|26.139953|12/09/2017 14:02:07 |810|98|297|69|621.13
8|115|44.419109|26.139955|12/09/2017 14:02:09 |812|98|297|69|621.13
8|115|44.419124|26.139955|12/09/2017 14:02:11 |820|98|297|69|621.13
8|115|44.419136|26.139959|12/09/2017 14:02:13 |823|98|296|69|621.13
7|150|44.419151|26.139959|12/09/2017 14:02:15 |817|98|296|69|621.13
7|150|44.419181|26.139951|12/09/2017 14:02:17 |821|98|296|69|621.13
7|150|44.419258|26.139928|12/09/2017 14:02:19 |822|98|296|69|621.13
7|150|44.419368|26.139877|12/09/2017 14:02:21 |826|98|297|69|621.13
7|150|44.419471|26.139816|12/09/2017 14:02:23 |831|98|297|69|621.13
7|150|44.419570|26.139766|12/09/2017 14:02:25 |834|97|297|69|621.13
7|150|44.419654|26.139720|12/09/2017 14:02:27 |840|97|297|69|621.13
8|115|44.419731|26.139677|12/09/2017 14:02:29 |840|97|297|69|621.13
8|115|44.419807|26.139621|12/09/2017 14:02:31 |843|97|297|69|621.13
8|115|44.419902|26.139543|12/09/2017 14:02:33 |851|97|298|70|621.13
8|115|44.420009|26.139480|12/09/2017 14:02:35 |854|97|298|69|646.74
7|119|44.420127|26.139432|12/09/2017 14:02:37 |886|98|301|71|673.01
7|119|44.420257|26.139387|12/09/2017 14:02:39 |955|99|304|73|727.62
6|132|44.420425|26.139329|12/09/2017 14:02:42 |146|99|306|74|755.97
7|128|44.420566|26.139272|12/09/2017 14:02:44 |89|100|307|73|755.97
7|128|44.420719|26.139232|12/09/2017 14:02:46 |156|100|307|74|727.62
7|128|44.420894|26.139179|12/09/2017 14:02:48 |223|100|306|73|727.62
7|128|44.421085|26.139127|12/09/2017 14:02:50 |294|100|306|73|727.62
7|128|44.421298|26.139049|12/09/2017 14:02:52 |360|100|306|72|699.97
8|115|44.421508|26.138980|12/09/2017 14:02:54 |363|99|304|72|699.97
8|119|44.421714|26.138916|12/09/2017 14:02:56 |367|100|304|71|673.01
8|128|44.421875|26.138875|12/09/2017 14:02:58 |371|99|303|70|699.97
8|115|44.422023|26.138820|12/09/2017 14:03:00 |377|100|302|71|673.01
8|155|44.422130|26.138795|12/09/2017 14:03:02 |381|100|302|70|646.74
7|154|44.422248|26.138751|12/09/2017 14:03:04 |390|100|301|70|646.74
8|115|44.422321|26.138742|12/09/2017 14:03:06 |391|100|301|69|596.20
8|115|44.422328|26.138740|12/09/2017 14:03:08 |398|99|301|70|646.74
8|115|44.422340|26.138732|12/09/2017 14:03:10 |410|99|300|70|621.13
7|128|44.422336|26.138738|12/09/2017 14:03:12 |425|99|299|70|621.13
8|115|44.422332|26.138744|12/09/2017 14:03:14 |430|98|299|70|621.13
8|115|44.422328|26.138748|12/09/2017 14:03:16 |421|98|299|69|621.13
8|115|44.422348|26.138736|12/09/2017 14:03:18 |425|99|298|69|621.13
8|115|44.422363|26.138727|12/09/2017 14:03:20 |433|98|298|69|621.13
8|115|44.422401|26.138710|12/09/2017 14:03:22 |437|98|297|69|621.13
8|115|44.422431|26.138700|12/09/2017 14:03:24 |442|98|297|68|596.20
8|115|44.422492|26.138671|12/09/2017 14:03:26 |444|99|297|69|621.13
8|115|44.422569|26.138620|12/09/2017 14:03:28 |449|98|297|69|621.13
8|114|44.422672|26.138559|12/09/2017 14:03:30 |449|98|299|69|646.74
8|114|44.422760|26.138517|12/09/2017 14:03:32 |461|99|300|70|673.01
8|114|44.422870|26.138479|12/09/2017 14:03:34 |465|99|300|71|673.01
7|149|44.423000|26.138391|12/09/2017 14:03:36 |473|100|302|71|673.01
8|114|44.423103|26.138311|12/09/2017 14:03:38 |474|99|302|70|673.01
8|114|44.423160|26.138259|12/09/2017 14:03:40 |481|99|302|71|673.01
8|114|44.423198|26.138231|12/09/2017 14:03:42 |488|99|302|71|673.01
8|114|44.423240|26.138223|12/09/2017 14:03:44 |493|100|303|71|673.01
7|119|44.423259|26.138219|12/09/2017 14:03:46 |500|99|302|71|673.01
8|114|44.423278|26.138216|12/09/2017 14:03:48 |500|99|303|71|673.01
7|149|44.423297|26.138210|12/09/2017 14:03:50 |527|99|302|71|673.01
7|149|44.423301|26.138206|12/09/2017 14:03:52 |516|99|302|71|673.01
7|149|44.423305|26.138204|12/09/2017 14:03:54 |519|99|302|71|699.97
8|114|44.423316|26.138196|12/09/2017 14:03:56 |534|99|302|72|673.01
8|114|44.423324|26.138187|12/09/2017 14:03:58 |536|99|302|71|673.01
8|114|44.423332|26.138179|12/09/2017 14:04:00 |540|99|302|71|673.01
8|114|44.423336|26.138174|12/09/2017 14:04:02 |547|99|302|71|673.01
8|114|44.423336|26.138170|12/09/2017 14:04:04 |553|99|302|71|673.01
8|114|44.423336|26.138168|12/09/2017 14:04:06 |556|99|302|71|673.01
8|114|44.423336|26.138166|12/09/2017 14:04:08 |561|99|302|71|673.01
8|114|44.423336|26.138164|12/09/2017 14:04:10 |563|99|301|72|673.01
7|149|44.423336|26.138164|12/09/2017 14:04:12 |572|99|301|71|673.01
7|148|44.423332|26.138162|12/09/2017 14:04:14 |574|99|301|71|646.74
7|148|44.423328|26.138164|12/09/2017 14:04:16 |579|99|300|71|673.01
7|148|44.423324|26.138162|12/09/2017 14:04:18 |582|99|300|71|673.01
6|170|44.423320|26.138162|12/09/2017 14:04:20 |587|99|300|70|646.74
6|170|44.423316|26.138164|12/09/2017 14:04:22 |592|99|299|70|646.74
6|170|44.423313|26.138164|12/09/2017 14:04:24 |596|99|299|70|673.01
6|170|44.423305|26.138168|12/09/2017 14:04:26 |599|99|298|70|646.74
6|170|44.423297|26.138170|12/09/2017 14:04:28 |603|99|298|70|646.74
7|118|44.423297|26.138170|12/09/2017 14:04:30 |607|98|298|69|621.13
7|118|44.423297|26.138172|12/09/2017 14:04:32 |610|98|297|69|621.13
7|118|44.423297|26.138172|12/09/2017 14:04:34 |614|99|296|69|621.13
7|118|44.423297|26.138174|12/09/2017 14:04:36 |620|98|296|69|621.13
6|170|44.423297|26.138174|12/09/2017 14:04:38 |624|98|295|69|621.13
6|170|44.423290|26.138175|12/09/2017 14:04:40 |628|98|295|68|621.13
6|170|44.423286|26.138175|12/09/2017 14:04:42 |632|98|294|69|596.20
8|114|44.423286|26.138175|12/09/2017 14:04:44 |635|98|294|68|596.20
8|114|44.423286|26.138174|12/09/2017 14:04:46 |637|98|293|68|596.20
7|118|44.423290|26.138172|12/09/2017 14:04:48 |645|98|293|68|596.20
8|114|44.423297|26.138170|12/09/2017 14:04:50 |646|98|293|68|596.20
8|114|44.423297|26.138168|12/09/2017 14:04:52 |654|98|292|68|596.20
8|114|44.423301|26.138164|12/09/2017 14:04:54 |656|98|292|68|571.92
6|170|44.423305|26.138160|12/09/2017 14:04:56 |665|98|292|67|596.20
6|170|44.423305|26.138156|12/09/2017 14:04:58 |670|98|292|69|596.20
6|170|44.423305|26.138151|12/09/2017 14:05:00 |674|97|292|68|596.20
6|170|44.423309|26.138147|12/09/2017 14:05:02 |680|98|292|69|596.20
6|170|44.423313|26.138143|12/09/2017 14:05:04 |687|98|293|69|596.20
6|170|44.423313|26.138139|12/09/2017 14:05:06 |692|98|293|68|596.20
6|170|44.423313|26.138137|12/09/2017 14:05:08 |695|98|293|68|596.20
6|170|44.423313|26.138135|12/09/2017 14:05:10 |703|98|292|68|596.20
7|148|44.423316|26.138132|12/09/2017 14:05:12 |706|98|292|68|596.20
7|148|44.423320|26.138132|12/09/2017 14:05:14 |709|97|290|68|571.92
7|148|44.423320|26.138128|12/09/2017 14:05:16 |711|98|290|67|571.92
7|148|44.423320|26.138128|12/09/2017 14:05:18 |714|97|288|66|548.29
8|113|44.423324|26.138124|12/09/2017 14:05:20 |719|97|287|66|548.29
7|117|44.423324|26.138124|12/09/2017 14:05:22 |726|97|286|66|548.29
7|117|44.423324|26.138122|12/09/2017 14:05:24 |730|98|286|66|548.29
7|117|44.423328|26.138122|12/09/2017 14:05:26 |735|98|285|66|525.31
7|117|44.423324|26.138122|12/09/2017 14:05:28 |739|97|285|65|525.31
7|147|44.423320|26.138122|12/09/2017 14:05:30 |742|97|285|65|525.31
8|113|44.423320|26.138124|12/09/2017 14:05:32 |746|97|284|65|525.31
8|113|44.423316|26.138124|12/09/2017 14:05:34 |748|97|284|65|525.31
8|113|44.423313|26.138124|12/09/2017 14:05:36 |754|96|283|65|525.31
8|113|44.423328|26.138120|12/09/2017 14:05:38 |744|97|283|65|525.31
7|147|44.423370|26.138097|12/09/2017 14:05:40 |752|96|282|65|525.31
7|147|44.423454|26.138044|12/09/2017 14:05:42 |753|97|285|67|571.92
7|147|44.423557|26.137987|12/09/2017 14:05:44 |758|97|286|67|571.92
7|147|44.423660|26.137922|12/09/2017 14:05:46 |761|97|288|68|596.20
8|113|44.423751|26.137872|12/09/2017 14:05:48 |760|97|288|68|596.20
8|113|44.423862|26.137807|12/09/2017 14:05:50 |769|98|290|69|621.13
8|113|44.423988|26.137735|12/09/2017 14:05:52 |771|98|292|69|621.13
8|113|44.424110|26.137739|12/09/2017 14:05:54 |778|98|293|69|621.13
8|113|44.424247|26.137754|12/09/2017 14:05:56 |780|98|294|70|621.13
8|113|44.424385|26.137708|12/09/2017 14:05:58 |784|98|295|70|646.74
8|113|44.424526|26.137636|12/09/2017 14:06:00 |788|98|296|70|646.74
8|113|44.424678|26.137596|12/09/2017 14:06:02 |791|98|297|71|646.74
8|113|44.424884|26.137613|12/09/2017 14:06:04 |799|99|297|70|673.01
8|113|44.425102|26.137639|12/09/2017 14:06:06 |805|98|297|70|646.74
8|113|44.425334|26.137664|12/09/2017 14:06:08 |810|97|297|70|646.74
8|113|44.425582|26.137691|12/09/2017 14:06:10 |811|97|296|70|646.74
8|113|44.425827|26.137748|12/09/2017 14:06:12 |818|96|297|69|646.74
8|113|44.426074|26.137813|12/09/2017 14:06:14 |820|96|298|70|646.74
7|117|44.426311|26.137891|12/09/2017 14:06:16 |829|97|299|70|646.74
7|117|44.426540|26.137990|12/09/2017 14:06:18 |834|97|299|70|646.74
7|117|44.426769|26.138095|12/09/2017 14:06:20 |837|96|299|69|646.74
7|147|44.427021|26.138204|12/09/2017 14:06:22 |842|96|299|70|621.13
7|117|44.427268|26.138311|12/09/2017 14:06:24 |847|97|299|69|646.74
7|117|44.427501|26.138423|12/09/2017 14:06:26 |851|97|298|69|621.13
7|117|44.427711|26.138530|12/09/2017 14:06:28 |854|97|297|68|621.13
7|117|44.427898|26.138620|12/09/2017 14:06:30 |865|97|297|68|596.20
7|117|44.428073|26.138696|12/09/2017 14:06:32 |911|96|296|68|596.20
7|117|44.428356|26.138820|12/09/2017 14:06:35 |97|98|299|70|646.74
7|147|44.428569|26.138908|12/09/2017 14:06:37 |170|98|300|71|673.01
7|188|44.428794|26.139003|12/09/2017 14:06:39 |115|98|301|71|699.97
7|117|44.429031|26.139095|12/09/2017 14:06:41 |182|99|302|71|673.01
7|147|44.429264|26.139186|12/09/2017 14:06:43 |248|98|301|71|673.01
7|147|44.429496|26.139268|12/09/2017 14:06:45 |317|99|301|73|673.01
8|112|44.429752|26.139322|12/09/2017 14:06:47 |375|99|301|70|646.74
