USING: 
Simple TinyGPS library v. 13
by Mikal Hart

Initializing SD card...initialization failed!
----------------------------------------------------------------------------
Calibrating sensors...
MQ135 R0 for CO2 = 1459
MQ9 R0 for CO = 255
MQ4 R0 for NH4 = 103
-----------------------------------------------------------------------------
S|HD|LAT    |LONG   |DateTime               |Age|MQ4|MQ9|MQ135|CO2_ppm
5|415|44.369846|26.152160|11/26/2017 12:07:37 |562|100|251|56|440.54
5|415|44.369846|26.152160|11/26/2017 12:07:39 |571|100|252|56|440.54
5|415|44.369846|26.152160|11/26/2017 12:07:41 |574|100|250|56|440.54
5|415|44.369850|26.152160|11/26/2017 12:07:43 |579|100|250|56|440.54
5|416|44.369857|26.152160|11/26/2017 12:07:45 |580|100|250|56|440.54
5|416|44.369861|26.152162|11/26/2017 12:07:47 |588|100|249|55|418.87
5|416|44.369865|26.152164|11/26/2017 12:07:49 |588|100|249|56|440.54
5|416|44.369873|26.152164|11/26/2017 12:07:51 |597|99|249|55|418.87
5|417|44.369876|26.152166|11/26/2017 12:07:53 |600|100|249|56|418.87
5|417|44.369876|26.152164|11/26/2017 12:07:55 |603|100|249|56|440.54
4|448|44.369873|26.152162|11/26/2017 12:07:57 |603|100|249|55|418.87
4|448|44.369873|26.152160|11/26/2017 12:07:59 |606|100|249|55|418.87
4|448|44.369865|26.152162|11/26/2017 12:08:01 |624|99|249|55|418.87
4|448|44.369842|26.152183|11/26/2017 12:08:03 |612|99|249|55|418.87
4|448|44.369831|26.152215|11/26/2017 12:08:05 |620|99|248|55|440.54
4|448|44.369815|26.152252|11/26/2017 12:08:07 |635|99|249|55|418.87
4|448|44.369800|26.152296|11/26/2017 12:08:09 |624|99|248|55|418.87
4|448|44.369785|26.152341|11/26/2017 12:08:11 |647|99|248|55|418.87
5|419|44.369766|26.152387|11/26/2017 12:08:13 |652|99|248|55|418.87
5|420|44.369728|26.152416|11/26/2017 12:08:15 |658|99|248|55|418.87
4|448|44.369709|26.152448|11/26/2017 12:08:17 |657|99|247|56|418.87
4|448|44.369663|26.152490|11/26/2017 12:08:19 |668|99|247|55|440.54
4|448|44.369686|26.152536|11/26/2017 12:08:21 |666|99|247|55|418.87
4|447|44.369716|26.152574|11/26/2017 12:08:23 |673|99|247|55|418.87
4|447|44.369697|26.152584|11/26/2017 12:08:25 |680|98|246|55|418.87
4|447|44.369682|26.152616|11/26/2017 12:08:27 |673|98|246|55|418.87
4|447|44.369670|26.152671|11/26/2017 12:08:29 |675|98|246|55|397.90
4|447|44.369834|26.152757|11/26/2017 12:08:31 |681|98|246|54|418.87
5|422|44.369953|26.152824|11/26/2017 12:08:33 |684|98|245|55|418.87
5|422|44.370071|26.152893|11/26/2017 12:08:35 |689|98|246|55|440.54
5|423|44.370193|26.152971|11/26/2017 12:08:37 |696|97|245|55|418.87
5|423|44.370319|26.153051|11/26/2017 12:08:39 |696|98|245|55|418.87
5|423|44.370471|26.153135|11/26/2017 12:08:41 |703|99|245|55|418.87
5|423|44.370613|26.153215|11/26/2017 12:08:43 |703|98|245|55|418.87
5|424|44.370742|26.153293|11/26/2017 12:08:45 |707|98|246|56|440.54
5|424|44.370880|26.153383|11/26/2017 12:08:47 |713|98|246|55|418.87
4|446|44.371025|26.153467|11/26/2017 12:08:49 |715|98|246|56|440.54
4|446|44.371162|26.153551|11/26/2017 12:08:51 |722|98|246|55|418.87
5|425|44.371292|26.153633|11/26/2017 12:08:53 |726|98|245|55|440.54
4|446|44.371448|26.153728|11/26/2017 12:08:55 |728|98|245|56|418.87
4|446|44.371574|26.153810|11/26/2017 12:08:57 |736|98|247|56|440.54
4|446|44.371681|26.153877|11/26/2017 12:08:59 |740|98|246|56|440.54
4|446|44.371845|26.153959|11/26/2017 12:09:01 |740|99|246|56|440.54
4|446|44.371986|26.154056|11/26/2017 12:09:03 |745|98|247|56|440.54
4|446|44.372150|26.154167|11/26/2017 12:09:05 |750|98|246|55|440.54
5|427|44.372299|26.154260|11/26/2017 12:09:07 |753|98|246|56|440.54
5|427|44.372455|26.154354|11/26/2017 12:09:09 |751|98|247|56|440.54
5|427|44.372608|26.154464|11/26/2017 12:09:11 |762|97|247|56|440.54
5|427|44.372764|26.154577|11/26/2017 12:09:13 |764|98|247|57|462.92
5|428|44.372920|26.154685|11/26/2017 12:09:15 |765|98|247|56|462.92
5|428|44.373085|26.154792|11/26/2017 12:09:17 |775|98|248|57|462.92
5|428|44.373252|26.154893|11/26/2017 12:09:19 |774|98|248|57|462.92
5|428|44.373416|26.154996|11/26/2017 12:09:21 |780|98|248|57|462.92
5|429|44.373577|26.155097|11/26/2017 12:09:23 |784|98|248|57|462.92
5|429|44.373752|26.155204|11/26/2017 12:09:25 |785|98|248|57|440.54
6|196|44.373943|26.155319|11/26/2017 12:09:27 |788|97|248|56|440.54
6|196|44.374126|26.155439|11/26/2017 12:09:29 |798|98|247|56|440.54
6|195|44.374313|26.155567|11/26/2017 12:09:31 |801|97|247|56|440.54
6|195|44.374500|26.155698|11/26/2017 12:09:33 |805|97|247|56|440.54
6|195|44.374691|26.155826|11/26/2017 12:09:35 |815|97|247|56|440.54
6|195|44.374881|26.155950|11/26/2017 12:09:37 |816|97|246|56|440.54
6|195|44.375072|26.156072|11/26/2017 12:09:39 |823|97|247|56|440.54
6|195|44.375263|26.156192|11/26/2017 12:09:41 |828|97|248|56|440.54
6|195|44.375446|26.156318|11/26/2017 12:09:43 |830|97|247|56|440.54
6|195|44.375637|26.156448|11/26/2017 12:09:45 |830|97|247|56|440.54
6|195|44.375823|26.156578|11/26/2017 12:09:47 |842|97|247|56|440.54
6|195|44.376014|26.156700|11/26/2017 12:09:49 |844|97|247|56|440.54
6|194|44.376205|26.156824|11/26/2017 12:09:51 |852|97|247|56|440.54
6|194|44.376396|26.156949|11/26/2017 12:09:53 |855|97|247|56|440.54
6|194|44.376590|26.157075|11/26/2017 12:09:55 |860|97|247|56|440.54
6|194|44.376785|26.157196|11/26/2017 12:09:57 |935|97|247|56|440.54
6|194|44.377079|26.157377|11/26/2017 12:10:00 |125|97|247|56|440.54
6|194|44.377281|26.157503|11/26/2017 12:10:02 |192|97|247|55|440.54
6|194|44.377471|26.157627|11/26/2017 12:10:04 |134|97|247|56|462.92
6|194|44.377651|26.157749|11/26/2017 12:10:06 |206|97|247|56|440.54
6|194|44.377826|26.157880|11/26/2017 12:10:08 |276|97|247|56|440.54
6|193|44.377998|26.157987|11/26/2017 12:10:10 |341|97|246|56|418.87
5|210|44.378147|26.158077|11/26/2017 12:10:12 |373|97|246|56|440.54
6|193|44.378299|26.158172|11/26/2017 12:10:14 |379|97|246|56|440.54
6|193|44.378471|26.158277|11/26/2017 12:10:16 |386|97|246|55|440.54
6|193|44.378650|26.158384|11/26/2017 12:10:18 |390|97|247|55|462.92
6|193|44.378818|26.158496|11/26/2017 12:10:20 |393|97|247|56|462.92
6|193|44.378982|26.158603|11/26/2017 12:10:22 |398|99|248|56|462.92
5|209|44.379150|26.158704|11/26/2017 12:10:24 |406|97|248|57|462.92
5|209|44.379318|26.158807|11/26/2017 12:10:26 |411|98|249|57|462.92
5|209|44.379447|26.158887|11/26/2017 12:10:28 |412|98|250|58|486.03
5|209|44.379524|26.158935|11/26/2017 12:10:30 |421|98|250|58|486.03
5|209|44.379608|26.158975|11/26/2017 12:10:32 |419|98|251|58|486.03
6|192|44.379695|26.159040|11/26/2017 12:10:34 |423|98|251|58|509.86
6|192|44.379760|26.159080|11/26/2017 12:10:36 |428|98|251|59|486.03
6|192|44.379776|26.159093|11/26/2017 12:10:38 |435|98|252|58|486.03
6|192|44.379795|26.159105|11/26/2017 12:10:40 |438|98|252|58|486.03
6|192|44.379833|26.159135|11/26/2017 12:10:42 |442|99|252|58|486.03
6|192|44.379875|26.159164|11/26/2017 12:10:44 |448|99|251|58|486.03
5|209|44.379905|26.159183|11/26/2017 12:10:46 |454|99|251|57|486.03
5|209|44.379928|26.159196|11/26/2017 12:10:48 |460|98|251|57|462.92
5|209|44.379936|26.159202|11/26/2017 12:10:50 |474|98|251|57|462.92
5|209|44.379943|26.159204|11/26/2017 12:10:52 |478|98|251|56|462.92
5|209|44.379951|26.159204|11/26/2017 12:10:54 |482|98|250|57|462.92
5|209|44.379951|26.159208|11/26/2017 12:10:56 |487|98|250|57|486.03
5|209|44.379959|26.159212|11/26/2017 12:10:58 |489|97|250|57|462.92
6|191|44.379974|26.159219|11/26/2017 12:11:00 |491|97|250|57|462.92
6|191|44.379997|26.159227|11/26/2017 12:11:02 |484|98|249|57|462.92
6|191|44.380023|26.159240|11/26/2017 12:11:04 |490|98|249|56|440.54
6|191|44.380039|26.159250|11/26/2017 12:11:06 |496|97|249|56|462.92
6|191|44.380046|26.159263|11/26/2017 12:11:08 |505|97|249|56|462.92
6|191|44.380081|26.159296|11/26/2017 12:11:10 |502|97|248|56|462.92
6|190|44.380081|26.159408|11/26/2017 12:11:12 |507|97|248|56|462.92
6|190|44.380046|26.159570|11/26/2017 12:11:14 |509|96|248|56|440.54
6|190|44.380016|26.159772|11/26/2017 12:11:16 |509|96|248|56|440.54
6|190|44.379978|26.160007|11/26/2017 12:11:18 |516|96|248|56|440.54
6|190|44.379940|26.160272|11/26/2017 12:11:20 |524|96|248|57|440.54
6|190|44.379905|26.160556|11/26/2017 12:11:22 |530|96|249|56|486.03
6|190|44.379878|26.160852|11/26/2017 12:11:24 |533|96|248|57|462.92
6|190|44.379878|26.161140|11/26/2017 12:11:26 |538|96|249|57|462.92
6|190|44.379890|26.161390|11/26/2017 12:11:28 |545|96|249|56|486.03
6|190|44.379894|26.161611|11/26/2017 12:11:30 |547|96|249|57|462.92
6|189|44.379913|26.161848|11/26/2017 12:11:32 |555|96|249|57|462.92
7|150|44.379932|26.162071|11/26/2017 12:11:34 |557|95|249|57|462.92
7|150|44.379928|26.162223|11/26/2017 12:11:36 |563|95|249|56|462.92
6|186|44.379878|26.162254|11/26/2017 12:11:38 |568|96|248|57|462.92
7|150|44.379787|26.162212|11/26/2017 12:11:40 |566|96|249|57|486.03
6|186|44.379680|26.162147|11/26/2017 12:11:42 |573|96|248|57|462.92
6|186|44.379550|26.162073|11/26/2017 12:11:44 |577|96|248|57|462.92
6|186|44.379409|26.161991|11/26/2017 12:11:46 |586|96|248|57|440.54
6|186|44.379257|26.161909|11/26/2017 12:11:48 |579|96|248|57|462.92
6|186|44.379104|26.161823|11/26/2017 12:11:50 |588|96|248|57|462.92
6|186|44.378959|26.161741|11/26/2017 12:11:52 |594|96|248|57|462.92
6|186|44.378822|26.161659|11/26/2017 12:11:54 |597|96|248|57|462.92
6|186|44.378684|26.161579|11/26/2017 12:11:56 |602|96|248|57|462.92
5|222|44.378547|26.161495|11/26/2017 12:11:58 |609|96|248|57|462.92
7|149|44.378398|26.161413|11/26/2017 12:12:00 |609|96|246|56|462.92
7|149|44.378257|26.161340|11/26/2017 12:12:02 |608|96|247|56|440.54
7|149|44.378147|26.161264|11/26/2017 12:12:04 |620|96|247|56|440.54
7|149|44.378032|26.161188|11/26/2017 12:12:06 |621|96|246|56|440.54
7|149|44.377918|26.161136|11/26/2017 12:12:08 |621|96|246|57|440.54
7|149|44.377815|26.161077|11/26/2017 12:12:10 |628|96|246|57|440.54
6|186|44.377712|26.161020|11/26/2017 12:12:12 |636|96|246|56|440.54
6|186|44.377605|26.160955|11/26/2017 12:12:14 |638|96|246|56|440.54
6|186|44.377498|26.160896|11/26/2017 12:12:16 |639|95|245|56|440.54
7|149|44.377418|26.160856|11/26/2017 12:12:18 |643|96|245|56|440.54
7|149|44.377353|26.160820|11/26/2017 12:12:20 |648|96|246|56|440.54
8|97|44.377262|26.160772|11/26/2017 12:12:22 |650|97|246|56|440.54
8|97|44.377159|26.160715|11/26/2017 12:12:24 |653|96|245|56|440.54
7|104|44.377086|26.160680|11/26/2017 12:12:26 |666|97|246|56|462.92
8|97|44.377033|26.160652|11/26/2017 12:12:28 |664|96|245|56|440.54
8|97|44.376956|26.160612|11/26/2017 12:12:30 |667|97|246|57|440.54
7|104|44.376857|26.160556|11/26/2017 12:12:32 |670|96|243|56|462.92
8|97|44.376743|26.160495|11/26/2017 12:12:34 |675|97|245|56|440.54
8|97|44.376625|26.160434|11/26/2017 12:12:36 |681|97|245|56|462.92
8|97|44.376506|26.160371|11/26/2017 12:12:38 |686|96|244|56|440.54
8|97|44.376399|26.160320|11/26/2017 12:12:40 |689|97|244|56|418.87
7|104|44.376300|26.160274|11/26/2017 12:12:42 |701|97|244|56|440.54
8|97|44.376197|26.160219|11/26/2017 12:12:44 |707|96|244|56|440.54
8|104|44.376098|26.160171|11/26/2017 12:12:46 |708|96|244|56|440.54
7|104|44.376033|26.160123|11/26/2017 12:12:48 |713|97|244|56|440.54
8|97|44.375988|26.160095|11/26/2017 12:12:50 |719|97|244|57|440.54
8|97|44.375968|26.160085|11/26/2017 12:12:52 |724|97|244|56|440.54
8|97|44.375953|26.160091|11/26/2017 12:12:54 |730|97|244|56|418.87
7|153|44.375923|26.160148|11/26/2017 12:12:56 |733|97|244|56|440.54
8|153|44.375900|26.160243|11/26/2017 12:12:58 |740|97|244|56|462.92
8|97|44.375881|26.160348|11/26/2017 12:13:00 |739|97|244|56|440.54
8|97|44.375854|26.160427|11/26/2017 12:13:02 |747|97|244|56|440.54
8|97|44.375827|26.160533|11/26/2017 12:13:04 |750|97|244|56|440.54
8|97|44.375785|26.160652|11/26/2017 12:13:06 |755|97|245|56|440.54
8|97|44.375743|26.160783|11/26/2017 12:13:08 |753|97|244|56|440.54
8|97|44.375694|26.160924|11/26/2017 12:13:10 |758|97|244|56|418.87
7|153|44.375648|26.161075|11/26/2017 12:13:12 |770|97|244|56|440.54
7|153|44.375598|26.161239|11/26/2017 12:13:14 |772|97|244|56|440.54
7|153|44.375553|26.161413|11/26/2017 12:13:16 |770|96|244|56|440.54
8|97|44.375511|26.161575|11/26/2017 12:13:18 |778|97|243|56|418.87
8|97|44.375480|26.161716|11/26/2017 12:13:20 |782|99|244|56|462.92
8|97|44.375457|26.161827|11/26/2017 12:13:22 |786|97|244|56|440.54
8|97|44.375427|26.161943|11/26/2017 12:13:24 |792|97|243|56|440.54
8|97|44.375389|26.162080|11/26/2017 12:13:26 |793|97|244|56|418.87
7|104|44.375339|26.162235|11/26/2017 12:13:28 |799|97|243|56|440.54
8|97|44.375293|26.162412|11/26/2017 12:13:30 |802|97|243|56|440.54
8|97|44.375236|26.162591|11/26/2017 12:13:32 |803|97|243|56|440.54
8|97|44.375183|26.162773|11/26/2017 12:13:34 |807|97|243|56|440.54
8|97|44.375133|26.162948|11/26/2017 12:13:36 |813|97|243|56|440.54
8|97|44.375083|26.163095|11/26/2017 12:13:38 |814|97|243|56|440.54
8|97|44.375049|26.163232|11/26/2017 12:13:38 |824|97|243|56|440.54
7|104|44.375026|26.163316|11/26/2017 12:13:40 |833|97|243|56|440.54
7|104|44.375003|26.163343|11/26/2017 12:13:42 |831|97|243|56|440.54
6|158|44.374977|26.163373|11/26/2017 12:13:44 |845|97|243|56|440.54
7|104|44.374904|26.163339|11/26/2017 12:13:46 |840|97|242|56|440.54
6|158|44.374824|26.163288|11/26/2017 12:13:48 |844|97|242|56|440.54
7|104|44.374736|26.163240|11/26/2017 12:13:50 |849|97|242|55|418.87
7|104|44.374664|26.163202|11/26/2017 12:13:52 |852|97|242|56|440.54
7|104|44.374603|26.163175|11/26/2017 12:13:54 |860|97|242|56|440.54
7|104|44.374542|26.163148|11/26/2017 12:13:56 |862|97|242|56|440.54
7|104|44.374504|26.163127|11/26/2017 12:13:58 |926|97|242|56|440.54
7|104|44.374446|26.163095|11/26/2017 12:14:01 |111|97|242|56|440.54
6|158|44.374416|26.163068|11/26/2017 12:14:03 |184|98|244|56|440.54
7|104|44.374385|26.163045|11/26/2017 12:14:05 |133|97|244|56|462.92
7|104|44.374347|26.163028|11/26/2017 12:14:07 |200|97|244|57|462.92
7|104|44.374313|26.163011|11/26/2017 12:14:09 |271|97|244|56|462.92
7|104|44.374275|26.162996|11/26/2017 12:14:11 |334|97|244|56|462.92
6|158|44.374240|26.162988|11/26/2017 12:14:13 |407|98|245|57|462.92
7|104|44.374198|26.162984|11/26/2017 12:14:15 |433|97|245|57|462.92
7|104|44.374145|26.162963|11/26/2017 12:14:17 |436|97|246|57|462.92
7|104|44.374088|26.162939|11/26/2017 12:14:19 |439|97|246|57|440.54
7|104|44.374027|26.162916|11/26/2017 12:14:21 |446|98|246|57|462.92
7|104|44.373962|26.162883|11/26/2017 12:14:23 |449|97|245|57|486.03
7|104|44.373897|26.162847|11/26/2017 12:14:25 |454|97|245|57|462.92
8|97|44.373840|26.162818|11/26/2017 12:14:27 |458|97|246|57|462.92
8|97|44.373798|26.162784|11/26/2017 12:14:29 |458|98|245|57|462.92
8|97|44.373771|26.162759|11/26/2017 12:14:31 |468|97|244|56|440.54
7|155|44.373748|26.162759|11/26/2017 12:14:33 |474|97|244|56|440.54
7|104|44.373741|26.162769|11/26/2017 12:14:35 |493|97|244|56|440.54
8|97|44.373737|26.162771|11/26/2017 12:14:37 |495|97|244|56|440.54
8|97|44.373741|26.162771|11/26/2017 12:14:39 |489|97|244|56|440.54
7|104|44.373752|26.162757|11/26/2017 12:14:41 |495|97|243|56|462.92
8|97|44.373756|26.162744|11/26/2017 12:14:43 |512|97|243|56|440.54
8|97|44.373756|26.162727|11/26/2017 12:14:45 |515|98|243|56|440.54
7|155|44.373752|26.162727|11/26/2017 12:14:47 |521|97|243|56|440.54
7|104|44.373756|26.162752|11/26/2017 12:14:49 |521|97|243|56|440.54
7|104|44.373775|26.162784|11/26/2017 12:14:51 |524|97|242|56|462.92
8|97|44.373821|26.162807|11/26/2017 12:14:53 |528|97|243|56|440.54
8|97|44.373867|26.162828|11/26/2017 12:14:55 |527|97|242|56|440.54
8|97|44.373912|26.162851|11/26/2017 12:14:57 |533|97|242|56|440.54
8|97|44.373950|26.162876|11/26/2017 12:14:59 |538|97|242|56|440.54
8|97|44.373992|26.162891|11/26/2017 12:15:01 |542|97|243|56|440.54
8|97|44.374038|26.162912|11/26/2017 12:15:03 |549|97|242|56|440.54
8|97|44.374084|26.162931|11/26/2017 12:15:05 |550|97|242|56|418.87
8|97|44.374118|26.162944|11/26/2017 12:15:07 |553|97|241|55|418.87
8|97|44.374160|26.162952|11/26/2017 12:15:09 |561|97|241|55|440.54
8|97|44.374198|26.162963|11/26/2017 12:15:11 |567|97|241|56|418.87
8|97|44.374240|26.162975|11/26/2017 12:15:13 |564|96|241|56|440.54
8|97|44.374282|26.162992|11/26/2017 12:15:15 |570|97|240|55|440.54
8|97|44.374324|26.163007|11/26/2017 12:15:17 |573|97|240|55|418.87
6|133|44.374366|26.163036|11/26/2017 12:15:19 |577|97|240|55|418.87
7|103|44.374412|26.163072|11/26/2017 12:15:21 |585|97|240|55|440.54
7|103|44.374450|26.163112|11/26/2017 12:15:23 |591|97|240|56|440.54
8|97|44.374504|26.163139|11/26/2017 12:15:25 |588|97|240|55|440.54
7|110|44.374561|26.163158|11/26/2017 12:15:27 |597|96|240|55|418.87
8|97|44.374618|26.163190|11/26/2017 12:15:29 |597|97|240|55|418.87
8|97|44.374694|26.163230|11/26/2017 12:15:31 |600|97|240|55|440.54
8|97|44.374782|26.163280|11/26/2017 12:15:33 |605|96|240|55|418.87
8|97|44.374881|26.163335|11/26/2017 12:15:35 |607|97|240|55|440.54
8|97|44.374984|26.163404|11/26/2017 12:15:37 |613|96|239|55|418.87
8|97|44.375099|26.163467|11/26/2017 12:15:39 |617|97|240|55|440.54
8|97|44.375221|26.163543|11/26/2017 12:15:41 |621|96|239|55|440.54
8|97|44.375343|26.163616|11/26/2017 12:15:43 |624|96|240|55|418.87
8|97|44.375473|26.163688|11/26/2017 12:15:45 |628|96|240|55|440.54
8|97|44.375587|26.163759|11/26/2017 12:15:47 |629|96|239|55|440.54
8|97|44.375663|26.163810|11/26/2017 12:15:49 |641|96|240|55|440.54
7|156|44.375713|26.163879|11/26/2017 12:15:51 |647|96|240|55|418.87
8|97|44.375705|26.163972|11/26/2017 12:15:53 |646|96|240|55|418.87
8|97|44.375663|26.164083|11/26/2017 12:15:55 |649|97|240|55|418.87
8|97|44.375625|26.164220|11/26/2017 12:15:57 |653|96|240|55|440.54
8|97|44.375583|26.164356|11/26/2017 12:15:59 |660|96|239|55|440.54
8|97|44.375549|26.164459|11/26/2017 12:16:01 |666|96|239|55|418.87
7|156|44.375518|26.164567|11/26/2017 12:16:03 |674|97|239|55|418.87
8|97|44.375495|26.164672|11/26/2017 12:16:05 |674|97|239|55|418.87
8|97|44.375457|26.164777|11/26/2017 12:16:07 |683|96|239|56|418.87
7|103|44.375415|26.164899|11/26/2017 12:16:09 |691|96|239|55|440.54
7|103|44.375373|26.165023|11/26/2017 12:16:11 |693|96|239|55|440.54
7|103|44.375328|26.165161|11/26/2017 12:16:13 |697|96|239|55|418.87
7|103|44.375278|26.165306|11/26/2017 12:16:15 |703|97|239|55|418.87
7|103|44.375232|26.165460|11/26/2017 12:16:17 |706|96|239|55|418.87
7|103|44.375190|26.165611|11/26/2017 12:16:19 |709|96|239|55|418.87
7|103|44.375148|26.165763|11/26/2017 12:16:21 |714|97|238|55|418.87
7|103|44.375102|26.165912|11/26/2017 12:16:23 |718|96|239|55|418.87
8|97|44.375053|26.166067|11/26/2017 12:16:25 |719|96|238|55|418.87
8|97|44.375007|26.166238|11/26/2017 12:16:27 |726|96|238|55|418.87
7|103|44.374961|26.166400|11/26/2017 12:16:29 |731|96|239|55|418.87
8|97|44.374908|26.166547|11/26/2017 12:16:31 |736|96|239|55|418.87
8|97|44.374855|26.166696|11/26/2017 12:16:33 |739|96|239|56|418.87
6|160|44.374809|26.166839|11/26/2017 12:16:35 |750|96|239|55|440.54
7|156|44.374771|26.166980|11/26/2017 12:16:37 |747|96|239|55|418.87
8|97|44.374744|26.167100|11/26/2017 12:16:39 |754|97|239|55|440.54
8|97|44.374706|26.167200|11/26/2017 12:16:41 |757|96|238|56|440.54
8|97|44.374671|26.167284|11/26/2017 12:16:43 |761|96|239|56|440.54
7|103|44.374656|26.167325|11/26/2017 12:16:45 |768|96|239|55|440.54
8|97|44.374649|26.167339|11/26/2017 12:16:47 |784|96|239|55|440.54
8|97|44.374652|26.167354|11/26/2017 12:16:49 |793|97|239|55|440.54
6|160|44.374664|26.167385|11/26/2017 12:16:51 |788|96|239|55|418.87
8|97|44.374713|26.167432|11/26/2017 12:16:53 |782|96|239|55|418.87
8|97|44.374797|26.167467|11/26/2017 12:16:55 |788|96|239|55|440.54
8|143|44.374904|26.167499|11/26/2017 12:16:57 |793|96|239|55|440.54
7|143|44.375022|26.167539|11/26/2017 12:16:59 |797|96|239|55|440.54
8|97|44.375152|26.167575|11/26/2017 12:17:01 |799|96|240|56|440.54
8|97|44.375270|26.167608|11/26/2017 12:17:03 |802|97|240|56|440.54
